seed,n_features,algorithm,fidelidade,w0,w1,w2,w3
42,3,perceptron,0.6733333333333333,0.0,0.9150257554967434,0.13227071687924769,
42,3,nnls,0.8333333333333334,0.034752554875527183,0.15178995123547287,0.02540633046786524,
42,4,perceptron,0.86,1.002314805892834,5.330757691222963,0.0,4.839859481522896
42,4,nnls,0.86,0.03674280038267761,0.15009248192982486,0.007118401186993777,0.12430848793264111
42,2,llm_2feat,0.64,,,,
