seed,n_features,algorithm,fidelidade,w0,w1,w2
42,3,perceptron,0.9,2.3416890018424126,0.8466755675702773,2.3730121181617343
42,3,nnls,0.8666666666666667,0.04640501103354867,0.3188054157187685,0.028353310192026193
42,3,lp,0.9,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,2,llm_2feat,0.58,,,
