seed,n_features,algorithm,fidelidade,w0,w1,w2,w3
42,3,perceptron,0.7866666666666666,0.0003785494998270796,0.0038466572520304927,0.0,
42,3,nnls,0.84,0.03453827816457006,0.15171327762498438,0.025675186471474626,
42,4,perceptron,0.86,0.08782148189153868,0.5997553554961148,0.03628604516617903,0.48621011041857365
42,4,nnls,0.86,0.03669724768192253,0.1540824850883416,0.006888084725950939,0.10094468868583908
42,2,llm_2feat,0.82,,,,
