provider,model,temperature,random_seed,n_shot,example_strategy,expert_name,class_0,class_1,repetition,accuracy_llm_vs_expert,kappa_llm_vs_expert,f1_llm_vs_expert,accuracy_expert_vs_gt,accuracy_llm_vs_gt,n_class_0_expert,n_class_1_expert,n_class_0_llm,n_class_1_llm,n_disagreements,n_total_test,n_malformed_responses,expert_w_0,expert_w_1
openai,gpt-4o-mini,0.0,42,0,easy,aniso_x2,A,B,0,0.5533333333333333,0.11888479747501324,0.5533333333333333,0.8533333333333334,0.5,73,77,114,36,67,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,easy,aniso_x2,A,B,1,0.5866666666666667,0.18435362217154883,0.5866666666666667,0.8533333333333334,0.5066666666666667,73,77,113,37,62,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,hard,aniso_x2,A,B,0,0.5533333333333333,0.11888479747501324,0.5533333333333333,0.8533333333333334,0.5,73,77,114,36,67,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,hard,aniso_x2,A,B,1,0.5866666666666667,0.18435362217154883,0.5866666666666667,0.8533333333333334,0.5066666666666667,73,77,113,37,62,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,mixed,aniso_x2,A,B,0,0.5533333333333333,0.11888479747501324,0.5533333333333333,0.8533333333333334,0.5,73,77,114,36,67,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,mixed,aniso_x2,A,B,1,0.5866666666666667,0.18435362217154883,0.5866666666666667,0.8533333333333334,0.5066666666666667,73,77,113,37,62,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,random,aniso_x2,A,B,0,0.5533333333333333,0.11888479747501324,0.5533333333333333,0.8533333333333334,0.5,73,77,114,36,67,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,random,aniso_x2,A,B,1,0.5866666666666667,0.18435362217154883,0.5866666666666667,0.8533333333333334,0.5066666666666667,73,77,113,37,62,150,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,easy,aniso_x2,A,B,0,0.918918918918919,0.8371239911958914,0.9189189189189189,0.8533333333333334,0.8648648648648649,73,77,62,86,12,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,easy,aniso_x2,A,B,1,0.9121621621621622,0.8236156949028236,0.9121621621621621,0.8533333333333334,0.8581081081081081,73,77,63,85,13,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,hard,aniso_x2,A,B,0,0.6216216216216216,0.25574712643678155,0.6216216216216217,0.8533333333333334,0.6959459459459459,73,77,120,28,56,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,hard,aniso_x2,A,B,1,0.6216216216216216,0.25574712643678155,0.6216216216216217,0.8533333333333334,0.6959459459459459,73,77,120,28,56,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,mixed,aniso_x2,A,B,0,0.6216216216216216,0.25574712643678155,0.6216216216216217,0.8533333333333334,0.6959459459459459,73,77,120,28,56,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,mixed,aniso_x2,A,B,1,0.6216216216216216,0.25574712643678155,0.6216216216216217,0.8533333333333334,0.6959459459459459,73,77,120,28,56,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,random,aniso_x2,A,B,0,0.6351351351351351,0.27398255813953487,0.6351351351351351,0.8533333333333334,0.7837837837837838,73,77,88,60,54,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,3,random,aniso_x2,A,B,1,0.8783783783783784,0.756578947368421,0.8783783783783784,0.8533333333333334,0.918918918918919,73,77,72,76,18,148,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,easy,aniso_x2,A,B,0,0.910958904109589,0.8218509480007509,0.910958904109589,0.8533333333333334,0.773972602739726,73,77,72,74,13,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,easy,aniso_x2,A,B,1,0.910958904109589,0.8218509480007509,0.910958904109589,0.8533333333333334,0.773972602739726,73,77,72,74,13,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,hard,aniso_x2,A,B,0,0.5821917808219178,0.15002863141820966,0.5821917808219177,0.8533333333333334,0.5,73,77,28,118,61,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,hard,aniso_x2,A,B,1,0.5616438356164384,0.10720428052742204,0.5616438356164383,0.8533333333333334,0.4794520547945205,73,77,25,121,64,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,mixed,aniso_x2,A,B,0,0.8013698630136986,0.605846211133867,0.8013698630136986,0.8533333333333334,0.8082191780821918,73,77,94,52,29,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,mixed,aniso_x2,A,B,1,0.7945205479452054,0.5924064768285874,0.7945205479452053,0.8533333333333334,0.8013698630136986,73,77,95,51,30,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,random,aniso_x2,A,B,0,0.8698630136986302,0.7394326507608491,0.8698630136986302,0.8533333333333334,0.952054794520548,73,77,70,76,19,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,5,random,aniso_x2,A,B,1,0.9246575342465754,0.8493716000750329,0.9246575342465753,0.8533333333333334,0.8835616438356164,73,77,74,72,11,146,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,easy,aniso_x2,A,B,0,0.8928571428571429,0.785976355483082,0.8928571428571428,0.8533333333333334,0.7785714285714286,73,77,73,67,15,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,easy,aniso_x2,A,B,1,0.8928571428571429,0.7861507128309573,0.8928571428571429,0.8533333333333334,0.7928571428571428,73,77,75,65,15,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,hard,aniso_x2,A,B,0,0.5785714285714286,0.17234468937875758,0.5785714285714285,0.8533333333333334,0.5571428571428572,73,77,115,25,59,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,hard,aniso_x2,A,B,1,0.5857142857142857,0.18604651162790697,0.5857142857142857,0.8533333333333334,0.5785714285714286,73,77,114,26,58,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,mixed,aniso_x2,A,B,0,0.9,0.7998366013071896,0.9,0.8533333333333334,0.7928571428571428,73,77,68,72,14,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,mixed,aniso_x2,A,B,1,0.9,0.7998366013071896,0.9,0.8533333333333334,0.7928571428571428,73,77,68,72,14,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,random,aniso_x2,A,B,0,0.9071428571428571,0.814663951120163,0.907142857142857,0.8533333333333334,0.8928571428571429,73,77,75,65,13,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,10,random,aniso_x2,A,B,1,0.9214285714285714,0.8433048433048433,0.9214285714285714,0.8533333333333334,0.8357142857142857,73,77,77,63,11,140,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,easy,aniso_x2,A,B,0,0.9076923076923077,0.8152096659559346,0.9076923076923077,0.8533333333333334,0.7846153846153846,73,77,63,67,12,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,easy,aniso_x2,A,B,1,0.9307692307692308,0.8612099644128114,0.9307692307692308,0.8533333333333334,0.7769230769230769,73,77,60,70,9,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,hard,aniso_x2,A,B,0,0.7384615384615385,0.4698968577596546,0.7384615384615385,0.8533333333333334,0.7153846153846154,73,77,37,93,34,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,hard,aniso_x2,A,B,1,0.7230769230769231,0.4387143199808108,0.7230769230769231,0.8533333333333334,0.7,73,77,37,93,36,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,mixed,aniso_x2,A,B,0,0.9,0.7993350748040845,0.9000000000000001,0.8533333333333334,0.7846153846153846,73,77,58,72,13,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,mixed,aniso_x2,A,B,1,0.8923076923076924,0.7837966262770254,0.8923076923076924,0.8533333333333334,0.7923076923076923,73,77,57,73,14,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,random,aniso_x2,A,B,0,0.9230769230769231,0.8462993615511941,0.9230769230769231,0.8533333333333334,0.8615384615384616,73,77,67,63,10,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,random,aniso_x2,A,B,1,0.9,0.8010360254297151,0.9,0.8533333333333334,0.8076923076923077,73,77,76,54,13,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,easy,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,easy,aniso_x1,A,B,1,0.47333333333333333,-0.024909185262065314,0.4733333333333334,0.92,0.5133333333333333,71,79,114,36,79,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,hard,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,hard,aniso_x1,A,B,1,0.47333333333333333,-0.024909185262065314,0.4733333333333334,0.92,0.5133333333333333,71,79,114,36,79,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,mixed,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
