seed,n_features,algorithm,fidelidade,w0,w1,w2,w3
42,3,perceptron,0.8266666666666667,0.0012623585655673099,0.01319008471413246,0.0009116948725699335,
42,3,nnls,0.8466666666666667,0.03443470009144289,0.1520574322237545,0.025496973194862084,
42,4,perceptron,0.8533333333333334,0.09479229787307392,0.6370457163067049,0.019493386064065865,0.8062487287033285
42,4,nnls,0.8466666666666667,0.03662903618545204,0.14959587762675017,0.007037780616032038,0.13607623413121245
42,2,llm_2feat,0.76,,,,
