algorithm,provider,model,temperature,random_seed,n_shot_phase_bc,class_0,class_1,repetition,fidelity_problem_a,consistency_problem_b,kappa_problem_b,f1_problem_b,consistency_problem_c,kappa_problem_c,f1_problem_c,w_0,w_1,w_ratio,w_direction_0,w_direction_1,gamma,n_disagreements_b,n_disagreements_c
NNLS,openai,gpt-4o-mini,0.0,42,0,A,B,0,0.8066666666666666,0.7,0.33005806163465834,0.7,0.65,0.27083333333333337,0.6499999999999999,0.03588218768116463,0.14163669358989878,0.2533396309367368,0.24558135404993578,0.9693759840964702,0.0,30,35
NNLS,openai,gpt-4o-mini,0.0,123,0,A,B,0,0.84,0.79,0.45876288659793807,0.7899999999999999,0.66,0.26881720430107525,0.66,0.04629366250958499,0.14706777056160636,0.31477775404362085,0.30025371193312755,0.9538593756263963,0.0,21,34
NNLS,openai,gpt-4o-mini,0.0,7,0,A,B,0,0.8466666666666667,0.78,0.4818652849740933,0.78,0.71,0.34507678410117437,0.71,0.03761051697647738,0.14805383089092772,0.25403271735795413,0.24621253893610545,0.969215861235585,0.0,22,29
LP,openai,gpt-4o-mini,0.0,42,0,A,B,0,0.7466666666666667,0.66,0.25990422289943405,0.6599999999999999,0.84,0.6365288505224898,0.8400000000000001,0.5,0.5,1.0,0.7071067811865475,0.7071067811865475,0.0,34,16
LP,openai,gpt-4o-mini,0.0,123,0,A,B,0,0.7333333333333333,0.68,0.27371765773944623,0.6799999999999999,0.73,0.4,0.73,0.5,0.5,1.0,0.7071067811865475,0.7071067811865475,0.0,32,27
LP,openai,gpt-4o-mini,0.0,7,0,A,B,0,0.74,0.8,0.5414947271893626,0.7999999999999999,0.83,0.5994344957587181,0.8300000000000001,0.5,0.5,1.0,0.7071067811865475,0.7071067811865475,0.0,20,17
